YearBuilt,TotalBathrooms,TotalArea,1stFlrSF,GarageCars,GrLivArea OverallQual,TotalBsmtSF,OverallQual,OverallQual,GrLivArea,GrLivArea,QualityToAreaRatio,SalePrice
1954.0,2.0,2849.0,1216.0,1.0,11130.0,994.0,6.0,6.0,1855.0,1855.0,0.002106002106002106,136900
2000.0,2.5,1814.0,774.0,2.0,10010.0,384.0,7.0,7.0,1430.0,1430.0,0.003858875413450937,180000
2007.0,3.5,3960.0,1282.0,3.0,18872.0,1264.0,7.0,7.0,2696.0,2696.0,0.0017676767676767678,383970
1953.0,3.0,4068.0,2259.0,2.0,13554.0,1809.0,6.0,6.0,2259.0,2259.0,0.0014749262536873156,217000
1945.0,3.5,3348.0,1436.0,1.0,13920.0,1028.0,6.0,6.0,2320.0,2320.0,0.0017921146953405018,259500
1999.0,2.5,2187.0,729.0,2.0,8748.0,729.0,6.0,6.0,1458.0,1458.0,0.0027434842249657062,176000
1962.0,1.5,2184.0,1092.0,1.0,5460.0,1092.0,5.0,5.0,1092.0,1092.0,0.0022893772893772895,139000
2006.0,1.5,2250.0,1125.0,2.0,5625.0,1125.0,5.0,5.0,1125.0,1125.0,0.0022222222222222222,155000
1990.0,4.0,4895.0,1699.0,3.0,22554.0,1673.0,7.0,7.0,3222.0,3222.0,0.0014300306435137897,320000
2005.0,2.5,2184.0,728.0,2.0,8736.0,728.0,6.0,6.0,1456.0,1456.0,0.0027472527472527475,163990
1969.0,2.0,1926.0,988.0,2.0,5928.0,938.0,6.0,6.0,988.0,988.0,0.003115264797507788,180000
1939.0,1.0,1855.0,772.0,1.0,4492.0,732.0,4.0,4.0,1123.0,1123.0,0.00215633423180593,100000
1958.0,1.0,2160.0,1080.0,1.0,6480.0,1080.0,6.0,6.0,1080.0,1080.0,0.002777777777777778,136000
1993.0,2.0,2398.0,1199.0,2.0,7194.0,1199.0,6.0,6.0,1199.0,1199.0,0.0025020850708924102,153900
1979.0,2.0,2948.0,1586.0,2.0,9516.0,1362.0,6.0,6.0,1586.0,1586.0,0.0020352781546811396,181000
1935.0,2.0,1040.0,520.0,0.0,4524.0,520.0,6.0,6.0,754.0,754.0,0.0057692307692307696,84500
1976.0,2.0,2036.0,958.0,2.0,5748.0,1078.0,6.0,6.0,958.0,958.0,0.0029469548133595285,128000
1930.0,1.0,1512.0,840.0,0.0,4200.0,672.0,5.0,5.0,840.0,840.0,0.0033068783068783067,87000
1966.0,1.5,2008.0,660.0,2.0,8088.0,660.0,6.0,6.0,1348.0,1348.0,0.00298804780876494,155000
1958.0,2.0,2061.0,1053.0,2.0,5265.0,1008.0,5.0,5.0,1053.0,1053.0,0.0024260067928190197,150000
1966.0,2.5,3081.0,1216.0,2.0,15099.0,924.0,7.0,7.0,2157.0,2157.0,0.0022719896137617657,226000
2000.0,3.5,3046.0,1022.0,2.0,12324.0,992.0,6.0,6.0,2054.0,2054.0,0.001969796454366382,244000
1959.0,2.0,2390.0,1327.0,2.0,6635.0,1063.0,5.0,5.0,1327.0,1327.0,0.0020920502092050207,150750
2001.0,3.0,2563.0,1296.0,2.0,10368.0,1267.0,8.0,8.0,1296.0,1296.0,0.0031213421771361686,220000
1968.0,2.5,3182.0,1721.0,2.0,8605.0,1461.0,5.0,5.0,1721.0,1721.0,0.0015713387806411063,180000
1970.0,2.0,2986.0,1682.0,2.0,11774.0,1304.0,7.0,7.0,1682.0,1682.0,0.002344273275284662,174000
1967.0,2.0,2428.0,1214.0,1.0,6070.0,1214.0,5.0,5.0,1214.0,1214.0,0.002059308072487644,143000
1988.0,3.0,3866.0,1959.0,3.0,13713.0,1907.0,7.0,7.0,1959.0,1959.0,0.0018106570098292809,171000
1999.0,2.5,2856.0,1004.0,3.0,14816.0,1004.0,8.0,8.0,1852.0,1852.0,0.0028011204481792717,230000
1997.0,3.5,2692.0,928.0,2.0,10584.0,928.0,6.0,6.0,1764.0,1764.0,0.002228826151560178,231500
1971.0,1.0,1728.0,864.0,0.0,3456.0,864.0,4.0,4.0,864.0,864.0,0.0023148148148148147,115000
2005.0,3.0,3468.0,1734.0,2.0,12138.0,1734.0,7.0,7.0,1734.0,1734.0,0.002018454440599769,260000
1952.0,2.0,2295.0,910.0,2.0,6925.0,910.0,5.0,5.0,1385.0,1385.0,0.002178649237472767,166000
1999.0,3.0,2991.0,1501.0,2.0,10507.0,1490.0,7.0,7.0,1501.0,1501.0,0.002340354396522902,204000
1963.0,3.0,3456.0,1728.0,2.0,8640.0,1728.0,5.0,5.0,1728.0,1728.0,0.0014467592592592592,125000
2004.0,2.0,2679.0,970.0,2.0,10254.0,970.0,6.0,6.0,1709.0,1709.0,0.0022396416573348264,130000
1931.0,2.0,1590.0,875.0,1.0,4375.0,715.0,5.0,5.0,875.0,875.0,0.0031446540880503146,105000
2001.0,2.5,2919.0,884.0,2.0,14245.0,884.0,7.0,7.0,2035.0,2035.0,0.002398081534772182,222500
2004.0,2.0,2160.0,1080.0,0.0,7560.0,1080.0,7.0,7.0,1080.0,1080.0,0.0032407407407407406,141000
1936.0,1.0,2240.0,896.0,1.0,6720.0,896.0,5.0,5.0,1344.0,1344.0,0.002232142857142857,115000
1975.0,1.5,1938.0,969.0,2.0,4845.0,969.0,5.0,5.0,969.0,969.0,0.0025799793601651187,122000
2007.0,3.0,3420.0,1710.0,3.0,13680.0,1710.0,8.0,8.0,1710.0,1710.0,0.0023391812865497076,372402
1971.0,2.5,2818.0,1097.0,2.0,11958.0,825.0,6.0,6.0,1993.0,1993.0,0.0021291696238466998,190000
1960.0,2.0,2854.0,1252.0,2.0,7512.0,1602.0,6.0,6.0,1252.0,1252.0,0.002102312543798178,235000
1923.0,1.0,2400.0,1200.0,1.0,7200.0,1200.0,6.0,6.0,1200.0,1200.0,0.0025,125000
1924.0,1.0,1668.0,572.0,0.0,6576.0,572.0,6.0,6.0,1096.0,1096.0,0.0035971223021582736,79000
1950.0,1.0,1040.0,1040.0,2.0,5200.0,0.0,5.0,5.0,1040.0,1040.0,0.004807692307692308,109500
2009.0,2.5,2742.0,774.0,3.0,15744.0,774.0,8.0,8.0,1968.0,1968.0,0.0029175784099197666,269500
2004.0,2.5,2938.0,991.0,2.0,13629.0,991.0,7.0,7.0,1947.0,1947.0,0.002382573179033356,254900
2005.0,3.5,3854.0,1392.0,2.0,17234.0,1392.0,7.0,7.0,2462.0,2462.0,0.0018162947586922678,320000
1984.0,2.0,2464.0,1232.0,2.0,7392.0,1232.0,6.0,6.0,1232.0,1232.0,0.002435064935064935,162500
2003.0,3.5,4240.0,1572.0,3.0,24012.0,1572.0,9.0,9.0,2668.0,2668.0,0.0021226415094339622,412500
2005.0,2.0,3082.0,1541.0,2.0,10787.0,1541.0,7.0,7.0,1541.0,1541.0,0.0022712524334847503,220000
1956.0,1.0,1764.0,882.0,0.0,3528.0,882.0,4.0,4.0,882.0,882.0,0.0022675736961451248,103200
1926.0,2.0,2765.0,1149.0,1.0,9696.0,1149.0,6.0,6.0,1616.0,1616.0,0.00216998191681736,152000
1940.0,3.0,1999.0,808.0,0.0,6775.0,644.0,5.0,5.0,1355.0,1355.0,0.0025012506253126563,127500
1955.0,2.0,3484.0,1867.0,1.0,9335.0,1617.0,5.0,5.0,1867.0,1867.0,0.0014351320321469576,190000
2007.0,2.5,3743.0,1610.0,3.0,17288.0,1582.0,8.0,8.0,2161.0,2161.0,0.0021373230029388193,325624
2004.0,2.5,2560.0,840.0,2.0,12040.0,840.0,7.0,7.0,1720.0,1720.0,0.002734375,183500
1981.0,2.5,3393.0,1707.0,2.0,13656.0,1686.0,8.0,8.0,1707.0,1707.0,0.002357795461243737,228000
1941.0,1.5,1574.0,854.0,2.0,6910.0,720.0,5.0,5.0,1382.0,1382.0,0.0031766200762388818,128500
1960.0,2.0,2736.0,1656.0,2.0,9936.0,1080.0,6.0,6.0,1656.0,1656.0,0.0021929824561403508,215000
1987.0,3.0,2831.0,1064.0,2.0,12369.0,1064.0,7.0,7.0,1767.0,1767.0,0.002472624514305899,239000
1961.0,2.5,2724.0,1362.0,2.0,8172.0,1362.0,6.0,6.0,1362.0,1362.0,0.0022026431718061676,163000
1986.0,3.0,3257.0,1651.0,2.0,9906.0,1606.0,6.0,6.0,1651.0,1651.0,0.00184218606079214,184000
1950.0,3.0,3360.0,2158.0,2.0,12948.0,1202.0,6.0,6.0,2158.0,2158.0,0.0017857142857142857,243000
1988.0,3.0,3211.0,1164.0,2.0,12360.0,1151.0,6.0,6.0,2060.0,2060.0,0.0018685767673621925,211000
1958.0,3.0,2972.0,1252.0,2.0,9600.0,1052.0,5.0,5.0,1920.0,1920.0,0.0016823687752355316,172500
2008.0,3.0,4450.0,2234.0,3.0,20106.0,2216.0,9.0,9.0,2234.0,2234.0,0.0020224719101123597,501837
1923.0,1.0,1936.0,968.0,2.0,4840.0,968.0,5.0,5.0,968.0,968.0,0.0025826446280991736,100000
2000.0,2.5,2281.0,769.0,2.0,9150.0,756.0,6.0,6.0,1525.0,1525.0,0.00263042525208242,177000
1920.0,1.5,2595.0,901.0,1.0,12614.0,793.0,7.0,7.0,1802.0,1802.0,0.002697495183044316,200100
1957.0,1.0,1340.0,1340.0,1.0,6700.0,0.0,5.0,5.0,1340.0,1340.0,0.0037313432835820895,120000
2003.0,2.5,3444.0,1362.0,2.0,14574.0,1362.0,7.0,7.0,2082.0,2082.0,0.0020325203252032522,200000
1908.0,1.0,1756.0,936.0,2.0,6260.0,504.0,5.0,5.0,1252.0,1252.0,0.0028473804100227792,127000
1892.0,2.5,4143.0,1518.0,3.0,36080.0,1107.0,10.0,10.0,3608.0,3608.0,0.0024137098720733766,475000
1990.0,3.0,2405.0,1217.0,2.0,8519.0,1188.0,7.0,7.0,1217.0,1217.0,0.0029106029106029108,173000
1916.0,2.5,2172.0,808.0,1.0,8280.0,660.0,5.0,5.0,1656.0,1656.0,0.0023020257826887663,135000
1979.0,3.0,2310.0,1224.0,2.0,6120.0,1086.0,5.0,5.0,1224.0,1224.0,0.0021645021645021645,153337
2001.0,2.5,3186.0,1593.0,2.0,12744.0,1593.0,8.0,8.0,1593.0,1593.0,0.0025109855618330196,286000
1932.0,2.5,3580.0,1549.0,2.0,21816.0,853.0,8.0,8.0,2727.0,2727.0,0.0022346368715083797,315000
1972.0,2.5,2204.0,725.0,2.0,10353.0,725.0,7.0,7.0,1479.0,1479.0,0.003176043557168784,184000
1999.0,3.0,2862.0,1431.0,2.0,10017.0,1431.0,7.0,7.0,1431.0,1431.0,0.002445842068483578,192000
2004.0,2.0,2679.0,970.0,2.0,11963.0,970.0,7.0,7.0,1709.0,1709.0,0.0026129152668906306,130000
1972.0,1.0,1728.0,864.0,1.0,4320.0,864.0,5.0,5.0,864.0,864.0,0.0028935185185185184,127000
1976.0,2.5,2311.0,855.0,2.0,8736.0,855.0,6.0,6.0,1456.0,1456.0,0.0025962786672436176,148500
2007.0,3.0,3452.0,1726.0,3.0,12082.0,1726.0,7.0,7.0,1726.0,1726.0,0.0020278099652375433,311872
1918.0,3.5,4080.0,1360.0,2.0,24896.0,1360.0,8.0,8.0,3112.0,3112.0,0.00196078431372549,235000
1912.0,1.0,2613.0,929.0,0.0,13374.0,755.0,6.0,6.0,2229.0,2229.0,0.002296211251435132,104000
2004.0,3.0,3426.0,1713.0,3.0,13704.0,1713.0,8.0,8.0,1713.0,1713.0,0.002335084646818447,274900
2003.0,2.0,2242.0,1121.0,2.0,4484.0,1121.0,4.0,4.0,1121.0,1121.0,0.001784121320249777,140000
1977.0,2.5,2475.0,1279.0,2.0,7674.0,1196.0,6.0,6.0,1279.0,1279.0,0.0024242424242424242,171500
1924.0,2.0,1927.0,865.0,1.0,7860.0,617.0,6.0,6.0,1310.0,1310.0,0.0031136481577581734,112000
2004.0,2.0,1696.0,848.0,2.0,5088.0,848.0,6.0,6.0,848.0,848.0,0.003537735849056604,149000
1947.0,1.5,2004.0,720.0,1.0,6420.0,720.0,5.0,5.0,1284.0,1284.0,0.00249500998003992,110000
1990.0,2.0,2866.0,1442.0,2.0,10094.0,1424.0,7.0,7.0,1442.0,1442.0,0.0024424284717376133,180500
1962.0,1.5,2836.0,1696.0,1.0,8480.0,1140.0,5.0,5.0,1696.0,1696.0,0.001763046544428773,143900
1960.0,2.0,2200.0,1100.0,1.0,4400.0,1100.0,4.0,4.0,1100.0,1100.0,0.0018181818181818182,141000
1988.0,3.5,3219.0,1180.0,2.0,14434.0,1157.0,7.0,7.0,2062.0,2062.0,0.0021745883814849334,277000
1964.0,2.0,2184.0,1092.0,2.0,6552.0,1092.0,6.0,6.0,1092.0,1092.0,0.0027472527472527475,145000
1925.0,2.0,1728.0,864.0,0.0,4320.0,864.0,5.0,5.0,864.0,864.0,0.0028935185185185184,98000
2009.0,2.0,2424.0,1212.0,2.0,7272.0,1212.0,6.0,6.0,1212.0,1212.0,0.0024752475247524753,186000
2009.0,3.5,2752.0,932.0,2.0,12964.0,900.0,7.0,7.0,1852.0,1852.0,0.002543604651162791,252678
1995.0,1.5,1980.0,990.0,2.0,4950.0,990.0,5.0,5.0,990.0,990.0,0.0025252525252525255,156000
1977.0,1.5,2081.0,689.0,1.0,8352.0,689.0,6.0,6.0,1392.0,1392.0,0.0028832292167227293,161750
1957.0,1.5,2306.0,1236.0,1.0,6180.0,1070.0,5.0,5.0,1236.0,1236.0,0.002168256721595837,134450
2004.0,3.0,2872.0,1436.0,2.0,10052.0,1436.0,7.0,7.0,1436.0,1436.0,0.002437325905292479,210000
1925.0,1.0,2014.0,810.0,1.0,5312.0,686.0,4.0,4.0,1328.0,1328.0,0.0019860973187686196,107000
1939.0,2.0,2752.0,1137.0,2.0,13678.0,798.0,7.0,7.0,1954.0,1954.0,0.002543604651162791,311500
2005.0,2.0,2496.0,1248.0,2.0,8736.0,1248.0,7.0,7.0,1248.0,1248.0,0.0028044871794871795,167240
